cpf|nome|data_nascimento|sexo|convenio|logradouro|numero|bairro|cidade|estado|data_cadastro|pais_cadastro
38492107588|Eduardo Rodrigues|08/07/2010|Masc|AMIL|Morro Davi Lucas Cunha|359.0|Dom Silverio|da Luz da Serra|AC|1993-03-20 19:24:13|Br
95143208750|Davi Luiz Farias|15/06/2010|Masc|AMIL|Residencial Lucca Silveira|160.0|Vila Petropolis|Fogaça|AL|1977-07-02 19:31:06|Br
24981376537|Emanuelly Pinto|18/05/2020|Fem|AMIL|Distrito de Sales|71.0|Jardim Do Vale|Moura|BA|2016-02-06 10:58:11|Br
80672439131|Otávio Viana|24/04/2002|Masc|AMIL|Chácara Ramos|977.0|Conjunto Novo Dom Bosco|Fogaça da Prata|ES|1972-06-02 14:26:46|Br
06873529168|Davi Lucca Rodrigues|08/04/2005|Masc|AMIL|Vale Cardoso|460.0|Santo Antônio|Rocha|MA|1989-06-13 23:37:37|Br
37682109521|Leonardo Castro|09/12/2017|Masc|AMIL|Residencial Daniela Cardoso|976.0|Alto Vera Cruz|Martins do Sul|AM|2001-03-17 11:26:22|Br
39810765240|Melissa Moura|15/10/2006|Fem|AMIL|Parque Rezende|235.0|Serrano|Cunha de Alves|MT|2007-01-02 22:17:15|Br
80967315484|Emanuelly Cavalcanti|16/06/2021|Fem|AMIL|Campo Maria Moreira|836.0|Sport Club|Dias do Galho|RR|2016-04-03 21:11:00|Br
78523109404|João Guilherme Duarte|10/07/2006|Masc|AMIL|Estrada Laura Aragão|857.0|Dom Joaquim|Silva|PR|2015-03-10 04:58:25|Br
30421679840|Dra. Camila da Rosa|21/09/2015|Fem|AMIL|Distrito Valentina da Cunha|912.0|Jaraguá|Moraes das Pedras|PB|1978-01-28 00:22:16|Br
04729831640|Nicole Pires|22/01/1982|Fem|AMIL|Aeroporto Helena Dias|816.0|Vila União|Azevedo|AC|1974-04-10 15:55:11|Br
24358170960|Sra. Alice Campos|30/09/1985|Fem|AMIL|Viela Maria Vitória da Cruz|643.0|Anchieta|Santos|DF|2017-01-25 04:07:18|Br
48690135766|Marcos Vinicius Duarte|14/07/2017|Masc|AMIL|Residencial Laís da Cruz|332.0|Ernesto Nascimento|Silva|PE|1972-02-12 16:59:55|Br
74698135001|Maitê Ramos|09/09/2019|Fem|AMIL|Praia Mariane Cardoso|461.0|Silveira|da Paz|PE|2007-10-15 12:26:55|Br
57034829179|Diego Moura|15/07/1994|Masc|AMIL|Jardim de Ribeiro|715.0|Etelvina Carneiro|Duarte das Flores|CE|1973-08-07 13:38:32|Br
16403789520|Heloísa Pereira|31/03/1993|Fem|AMIL|Recanto Rafael Almeida|5.0|Nossa Senhora Da Aparecida|Viana Verde|ES|2010-02-11 10:02:46|Br
72851936077|Luiz Felipe Costela|13/08/1978|Masc|AMIL|Avenida de Fernandes|244.0|Mangueiras|Barros do Norte|PR|1993-01-13 23:35:08|Br
84215306744|Alexia Costela|04/12/1983|Fem|AMIL|Vereda de Cardoso|19.0|São Jorge 1ª Seção|da Cruz|TO|1995-02-01 08:58:07|Br
32450918698|Luigi Fogaça|10/04/1993|Masc|AMIL|Fazenda Arthur Martins|634.0|Sagrada Família|Ramos|AC|1983-11-19 05:37:09|Br
02371895695|Isabelly Alves|27/01/2002|Fem|AMIL|Rua de Lima|724.0|Tres Marias|Fernandes|RO|2010-05-12 00:51:10|Br
10294873678|Enrico Sales|27/06/1993|Masc|AMIL|Rua Mirella Pereira|804.0|Mariano De Abreu|da Mota Verde|RJ|1975-02-22 23:26:14|Br
73915246034|Srta. Lara Ribeiro|26/08/1994|Fem|AMIL|Área de Campos|992.0|Tirol|Santos|PA|1997-10-20 19:47:20|Br
06781942549|Diogo Castro|25/12/1990|Masc|AMIL|Rua Camila Moura|648.0|Pousada Santo Antonio|Martins do Oeste|PE|1990-10-22 10:46:22|Br
07268391595|Isabelly Martins|28/08/1994|Fem|AMIL|Estrada Peixoto|259.0|Alto Das Antenas|da Paz|CE|1992-04-14 07:54:50|Br
52691374882|Lucas Gabriel Rezende|11/12/2018|Masc|AMIL|Trecho de Mendes|755.0|Vila Pilar|Caldeira de Pires|CE|2003-07-30 12:05:00|Br
03487695120|Lavínia Carvalho|03/09/1975|Fem|AMIL|Lago Mendes|441.0|Alto Vera Cruz|Costa Grande|AC|1986-10-01 23:24:18|Br
02961485398|Luiz Otávio Farias|23/11/2007|Masc|AMIL|Feira Leonardo Sales|253.0|Senhor Dos Passos|Pereira|RJ|1981-03-27 01:46:00|Br
80712645985|Maria Cecília Silva|11/04/1997|Fem|AMIL|Rua Santos|632.0|Vila Esplanada|Mendes|RO|2010-06-02 23:36:31|Br
83521067912|Sr. Gustavo Castro|27/05/1998|Masc|AMIL|Esplanada da Mota|911.0|Suzana|Rodrigues|PA|1979-06-07 01:07:26|Br
35697180420|Luiz Miguel Pereira|29/12/1972|Masc|AMIL|Avenida da Cunha|836.0|Vila São Gabriel|Carvalho|PE|2004-12-01 14:25:55|Br
38291765030|Luana Teixeira|22/11/1989|Fem|AMIL|Alameda Raquel Ferreira|719.0|Renascença|Moreira|MT|1995-12-03 05:58:47|Br
87921453023|Luana Santos|04/11/1999|Fem|AMIL|Condomínio Breno Castro|881.0|Vila Das Oliveiras|Jesus de Pires|PI|1972-12-31 03:45:14|Br
51380279488|Melissa Castro|22/08/1997|Fem|AMIL|Parque Moraes|750.0|Alto Caiçaras|Fernandes|RJ|2016-07-18 08:09:57|Br
07869132586|Benício Silva|14/03/1975|Masc|AMIL|Largo Cunha|582.0|Cinquentenário|Rocha de Barbosa|TO|1999-04-28 07:05:06|Br
02618495730|Juan Rezende|31/01/1995|Masc|AMIL|Vereda de Almeida|819.0|Xangri-Lá|da Conceição Verde|GO|1977-06-26 18:10:21|Br
10254798314|Amanda Viana|24/06/2003|Fem|AMIL|Trecho Lívia Moraes|571.0|Pirineus|Costa do Norte|MT|1977-06-14 02:15:45|Br
70695234161|Heitor Monteiro|04/03/2016|Masc|AMIL|Chácara de Correia|71.0|Minas Caixa|Mendes da Serra|MA|2019-01-05 01:33:23|Br
09845712649|Laís Melo|21/03/1985|Fem|AMIL|Pátio Ana Júlia Moura|977.0|Alto Dos Pinheiros|Lima|PA|1974-10-14 21:48:27|Br
53478629128|Anthony da Cunha|05/12/2015|Masc|AMIL|Estrada de Gomes|344.0|Granja Werneck|da Rocha|PR|1978-03-04 18:27:53|Br
95862071377|Cauê Moreira|08/05/1990|Masc|AMIL|Ladeira Davi Luiz Nogueira|594.0|Vila Piratininga|da Cruz do Campo|BA|1985-11-07 13:19:10|Br
46285710902|Dra. Letícia Carvalho|17/10/1978|Fem|AMIL|Aeroporto Pedro Lucas Lima|923.0|Apolonia|Rocha|PR|2020-09-22 23:02:34|Br
69580134766|Laís Cardoso|12/10/2008|Fem|AMIL|Campo Cardoso|123.0|Cachoeirinha|da Cunha Alegre|ES|2018-01-03 19:21:46|Br
60137894520|Maria Cecília Jesus|21/06/2013|Fem|AMIL|Campo de Lopes|802.0|Vila Vista Alegre|Caldeira|RJ|2001-07-16 18:19:26|Br
97014568310|Kevin da Paz|11/06/1994|Masc|AMIL|Conjunto de Farias|247.0|Tirol|Farias de Azevedo|MG|1996-08-28 11:58:08|Br
40715938223|Emanuella Gonçalves|02/06/1987|Fem|AMIL|Lagoa de Costela|141.0|Vila De Sá|Nunes|MT|1980-07-30 04:47:50|Br
47902153850|Breno da Mota|12/12/1994|Masc|AMIL|Campo de Pires|583.0|Baleia|Vieira|TO|2018-01-06 06:16:53|Br
19243768573|Heloísa Peixoto|23/03/2001|Fem|AMIL|Lago da Rosa|20.0|Vila Jardim São José|Fogaça da Praia|AL|2012-08-21 19:26:27|Br
83456027974|Gabriel Castro|02/08/2017|Masc|AMIL|Recanto de Rocha|420.0|Urca|Moura de Pinto|TO|1979-03-30 19:48:09|Br
04123796516|Eduarda Almeida|15/06/1998|Fem|AMIL|Trecho de Aragão|846.0|Vitoria|da Costa|SC|2007-12-19 08:41:26|Br
43258961719|João Guilherme Ribeiro|21/09/2003|Masc|AMIL|Rua de Cardoso|158.0|Conjunto Califórnia Ii|Caldeira do Galho|PA|1990-10-18 01:06:44|Br
06925438133|Emilly Moreira|01/06/1983|Fem|AMIL|Vila Sales|867.0|Salgado Filho|Cavalcanti|BA|1990-10-22 23:05:26|Br
46985237029|Sra. Isis Mendes|29/07/2015|Fem|AMIL|Chácara de Fernandes|479.0|Vila Nova Cachoeirinha 3ª Seção|da Paz do Galho|DF|2004-11-21 11:01:37|Br
65098472130|Enzo da Rosa|16/07/1996|Masc|AMIL|Praia de Sales|962.0|Vila Suzana Segunda Seção|das Neves|RO|1991-01-15 17:40:14|Br
16924530842|Srta. Maitê Moreira|21/07/1986|Fem|AMIL|Esplanada de Viana|354.0|Luxemburgo|Lopes|PB|2009-03-29 08:13:28|Br
63754180975|Sra. Luna da Conceição|17/12/1988|Fem|AMIL|Largo de Moura|648.0|Túnel De Ibirité|Teixeira da Serra|AM|1974-05-15 19:00:18|Br
43508971279|Dr. Gustavo Henrique Almeida|10/10/2020|Masc|AMIL|Esplanada de Cavalcanti|652.0|Jardim Guanabara|Monteiro|PB|1978-08-22 15:57:38|Br
90674312570|Heitor Nunes|10/08/1981|Masc|AMIL|Via de Rocha|607.0|Jardim Felicidade|Cardoso de da Cruz|PB|2004-01-17 06:09:22|Br
31785640208|Davi Luiz Silva|25/08/1993|Masc|AMIL|Estrada Silva|894.0|Estrela|da Mata do Sul|RS|2005-11-10 13:45:44|Br
39827516400|Marina Caldeira|26/04/2001|Fem|AMIL|Estrada de das Neves|241.0|São João|da Costa de Farias|RJ|1986-08-31 18:25:26|Br
78915042611|Paulo Barros|02/01/2001|Masc|AMIL|Núcleo da Cunha|180.0|Vila Barragem Santa Lúcia|da Cunha da Prata|RS|2013-01-29 08:18:53|Br
81953746209|Alana Fernandes|31/12/2022|Fem|AMIL|Viaduto Castro|557.0|Vila Santo Antônio Barroquinha|Souza|MS|2009-05-03 20:30:16|Br
68175342080|Noah Azevedo|14/11/2002|Masc|AMIL|Passarela Barros|574.0|Lourdes|da Costa|CE|1983-03-22 08:33:47|Br
65089347166|Luiz Miguel Pereira|14/02/2016|Masc|AMIL|Pátio Julia Pereira|272.0|Lajedo|Pires dos Dourados|RJ|1998-05-09 21:55:05|Br
69247105811|Murilo Duarte|13/01/2009|Masc|AMIL|Trecho de Moreira|796.0|Cabana Do Pai Tomás|Barros|BA|2022-09-14 16:44:47|Br
71264835035|Caio da Cruz|14/12/1983|Masc|AMIL|Pátio Isis Gonçalves|769.0|Madri|Barbosa de Vieira|RO|1989-12-01 08:30:21|Br
80341796557|Samuel da Conceição|25/05/2003|Masc|AMIL|Esplanada Martins|913.0|Baleia|Castro de Pires|RS|1990-03-01 03:45:49|Br
89237540132|Luiz Gustavo Pires|19/09/2016|Masc|AMIL|Estação da Conceição|523.0|Conjunto São Francisco De Assis|Peixoto Alegre|BA|2008-08-17 15:22:33|Br
28509473188|Luigi Pinto|29/06/1999|Masc|AMIL|Passarela de Costa|244.0|Santo André|Rodrigues de Minas|GO|1995-10-30 15:27:14|Br
38952706447|Stella Santos|28/08/1998|Fem|AMIL|Estação da Conceição|769.0|Madre Gertrudes|Novaes|SC|1983-02-07 04:09:34|Br
23980761568|Luna da Luz|04/02/1978|Fem|AMIL|Praça Sophia das Neves|222.0|Ventosa|Teixeira|PI|2014-08-27 01:52:00|Br
14267358044|Maria Vitória Barbosa|23/09/1985|Fem|AMIL|Lago Noah Cunha|165.0|Jonas Veiga|Peixoto|DF|2016-11-30 07:15:53|Br
92847350179|João Gabriel Cardoso|04/12/1995|Masc|AMIL|Campo Costa|785.0|Santa Lúcia|Dias|TO|1995-09-17 16:46:55|Br
19850247649|Pedro Miguel da Luz|02/02/2017|Masc|AMIL|Vila Rocha|798.0|Tupi B|da Rosa de Lima|SP|1975-07-21 19:25:51|Br
46509732106|Helena Castro|30/10/2016|Fem|AMIL|Estrada Silva|743.0|Conjunto Paulo Vi|Santos|MT|2000-05-31 03:51:47|Br
58314279609|Breno Melo|07/04/2003|Masc|AMIL|Lago da Paz|150.0|Buritis|Araújo do Galho|PB|1984-07-04 20:24:14|Br
76235814909|Pedro Henrique Oliveira|11/05/2014|Masc|AMIL|Trecho de Gomes|264.0|Cônego Pinheiro 2ª Seção|da Conceição|BA|1970-10-25 18:47:57|Br
81327590441|Vitor da Mata|28/06/1993|Masc|AMIL|Núcleo das Neves|729.0|Flavio Marques Lisboa|da Costa|MS|2012-12-24 01:47:25|Br
52439678155|João Felipe Martins|06/11/1971|Masc|AMIL|Via da Rosa|334.0|Vila Paraíso|Santos|PB|1974-03-11 04:09:15|Br
57819406267|Sr. João Gabriel Jesus|22/09/2011|Masc|AMIL|Colônia de Ribeiro|915.0|Custodinha|da Cunha|TO|2012-07-13 13:05:30|Br
82167490313|Lucas Gabriel Caldeira|02/04/2006|Masc|AMIL|Fazenda Juliana Cavalcanti|787.0|Aarão Reis|da Costa de Peixoto|MA|2006-01-24 17:58:58|Br
31692507877|Eloah Pinto|08/07/1970|Fem|AMIL|Jardim de Souza|151.0|Vila Tirol|Pires|AL|1992-12-25 21:53:40|Br
17504362999|Srta. Lavínia Costela|11/05/1992|Fem|AMIL|Pátio de das Neves|526.0|Vila Batik|Pires|BA|1987-05-24 22:46:29|Br
69073815240|Vitor Hugo Carvalho|25/10/2013|Masc|AMIL|Alameda Ana Sophia da Mata|645.0|Alta Tensão 1ª Seção|Alves|PA|1996-05-01 14:54:15|Br
08362479574|Rebeca Barbosa|27/04/1993|Fem|AMIL|Vila Luiz Miguel da Cunha|947.0|Vila Formosa|Rezende do Amparo|RS|1981-04-21 02:40:46|Br
98173624500|Luigi Pinto|29/01/2023|Masc|AMIL|Parque de Sales|24.0|Santa Efigênia|Fernandes de Cavalcanti|PB|2008-01-30 02:59:47|Br
12586793021|Dra. Ana Laura Pereira|18/04/2017|Fem|AMIL|Alameda de Fogaça|740.0|São José|Farias do Oeste|CE|2017-07-16 14:02:26|Br
25814609702|Heitor Alves|14/03/2020|Masc|AMIL|Morro de Campos|312.0|Cinquentenário|Rezende do Norte|DF|2002-05-05 15:29:04|Br
46918073222|Clara Rodrigues|04/04/2014|Fem|AMIL|Lagoa de da Conceição|858.0|Mirtes|Martins|MT|1970-06-13 03:26:52|Br
63174520916|Sra. Sophie da Paz|28/09/2019|Fem|AMIL|Área Lucca Cardoso|756.0|Apolonia|da Mota|PE|2011-12-04 12:31:32|Br
27135680995|Diego Sales|28/11/1977|Masc|AMIL|Pátio Moreira|619.0|São Pedro|Almeida de Moraes|BA|2000-08-30 13:37:26|Br
93741085260|Luiz Fernando Monteiro|25/11/1984|Masc|AMIL|Vale Mirella Barbosa|539.0|Jatobá|Monteiro de Minas|TO|1978-04-23 09:48:05|Br
23709654874|Sophia Azevedo|12/05/1995|Fem|AMIL|Rodovia de da Rocha|601.0|Conjunto Providencia|Gomes de da Mata|ES|1972-11-06 06:50:49|Br
84057619267|Mariana Souza|17/08/1983|Fem|AMIL|Estação Ramos|96.0|Teixeira Dias|Sales|PR|1982-09-09 06:47:28|Br
96457123864|Sr. Enrico Castro|26/05/2003|Masc|AMIL|Pátio Heloísa Teixeira|95.0|São Jorge 1ª Seção|Gonçalves|CE|1973-10-14 13:37:17|Br
91327058677|Maria Alice da Cunha|30/07/1989|Fem|AMIL|Distrito Moraes|797.0|Estrela|Viana de Azevedo|RR|2008-08-10 22:00:43|Br
04137526826|Gabriel Aragão|26/08/1993|Masc|AMIL|Núcleo Cecília Castro|52.0|Dom Joaquim|Rezende de Minas|ES|2003-06-15 11:24:21|Br
83647512044|Joana Caldeira|16/07/1999|Fem|AMIL|Trecho Martins|545.0|Nossa Senhora De Fátima|Araújo do Amparo|PR|2021-02-03 22:52:25|Br
84903512606|Maria Costa|20/06/1992|Fem|AMIL|Favela de Duarte|937.0|Vila Nova Cachoeirinha 3ª Seção|Freitas do Campo|AL|2022-05-28 02:56:43|Br
72485130914|Eduarda Rezende|15/06/1972|Fem|AMIL|Praça Lucas Moreira|802.0|Heliopolis|Araújo do Galho|CE|1997-02-15 22:43:59|Br
69582013702|Thomas Freitas|27/07/1990|Masc|AMIL|Lago de Pereira|356.0|Taquaril|Almeida de da Costa|MA|2007-08-12 17:54:43|Br
56870923400|Sr. Nathan da Cunha|07/05/1992|Masc|AMIL|Esplanada Oliveira|423.0|Monte São José|Teixeira do Amparo|MT|1970-09-22 02:32:52|Br
83607529159|Alexandre Costa|19/09/1973|Masc|AMIL|Conjunto Souza|375.0|Gutierrez|Freitas da Mata|SP|1973-07-18 12:14:37|Br
17562034826|Gustavo Henrique Jesus|08/05/2014|Masc|AMIL|Jardim de Aragão|261.0|Havaí|Gomes|RO|1996-01-28 03:29:38|Br
24817065958|Joaquim Cardoso|17/10/1976|Masc|AMIL|Favela de Campos|284.0|Vila Esplanada|Vieira de Pereira|RJ|2019-02-23 14:49:10|Br
57234609199|Maria Viana|26/08/1978|Fem|AMIL|Chácara de Lopes|344.0|Taquaril|Peixoto do Campo|SP|1993-08-22 16:54:15|Br
09456827356|Joana Duarte|15/07/1971|Fem|AMIL|Praia de Moura|336.0|Vila Puc|Campos de Teixeira|MS|1991-05-07 03:29:19|Br
04756193234|João Lucas das Neves|20/03/2005|Masc|AMIL|Passarela Stephany Cardoso|970.0|Mineirão|Rocha do Campo|SC|1985-06-16 10:05:28|Br
54861273919|Marcela Aragão|06/03/2013|Fem|AMIL|Condomínio Luiz Gustavo Campos|540.0|Providencia|Ribeiro Alegre|ES|1986-02-02 03:37:10|Br
29451307699|Alana Costela|21/06/1977|Fem|AMIL|Distrito Igor Dias|875.0|Santo Agostinho|Silva|RJ|2002-02-03 12:00:50|Br
69471308240|Erick Souza|21/05/1983|Masc|AMIL|Núcleo Bernardo Silva|546.0|Novo Tupi|da Luz de Viana|CE|1983-04-05 05:55:24|Br
24608719378|Ana Lívia Oliveira|06/06/2006|Fem|AMIL|Feira de Lopes|378.0|Conjunto Floramar|da Costa|AM|1996-11-05 23:44:00|Br
53841269060|Dr. Bryan Melo|27/03/1997|Masc|AMIL|Estrada de Nunes|979.0|Milionario|Moraes das Flores|DF|1994-04-04 12:32:06|Br
83529670103|Danilo Nogueira|25/03/2011|Masc|AMIL|Pátio de Monteiro|911.0|Braúnas|Fogaça do Campo|PI|1981-12-24 00:28:20|Br
26957108368|Dr. Nicolas Gomes|13/04/1995|Masc|AMIL|Pátio Aragão|268.0|Bonsucesso|Jesus|PB|1972-05-05 08:46:41|Br
63124950860|Rodrigo Ribeiro|17/08/2011|Masc|AMIL|Lagoa Moura|580.0|Ipiranga|Gonçalves do Sul|RR|2008-08-02 10:23:05|Br
40173689566|Evelyn Ramos|12/06/2002|Fem|AMIL|Chácara da Rocha|386.0|Vila Nova Gameleira 2ª Seção|Freitas|PR|1987-08-08 20:21:46|Br
59068132415|Lavínia Nogueira|26/12/1971|Fem|AMIL|Recanto de Gonçalves|419.0|Vila Copasa|das Neves do Sul|CE|2014-10-08 23:34:27|Br
09173582603|Vitor Fogaça|02/05/2008|Masc|AMIL|Condomínio Bernardo Barbosa|574.0|Laranjeiras|Dias do Galho|MG|2005-01-15 02:11:06|Br
98457206176|Erick Jesus|03/11/1985|Masc|AMIL|Feira das Neves|834.0|Fernão Dias|Costa de Fogaça|CE|1979-08-29 01:44:17|Br
17634290831|Dr. Vinicius Rocha|17/12/1984|Masc|AMIL|Ladeira de Cardoso|199.0|Colégio Batista|Porto do Oeste|MA|1974-03-11 17:42:43|Br
75620439143|Pietro Cardoso|21/01/2003|Masc|AMIL|Viaduto Moura|841.0|São Sebastião|Gonçalves|PI|1980-08-01 13:07:47|Br
98731405657|Davi Lucca Correia|18/07/2020|Masc|AMIL|Pátio de Cardoso|126.0|Inconfidência|Moura|PB|2020-07-02 03:24:55|Br
71894356209|Levi Rodrigues|08/10/2005|Masc|AMIL|Rua de Castro|649.0|Jardim São José|Costa|RR|2019-08-06 11:59:08|Br
50496831739|João Felipe Sales|18/12/2004|Masc|AMIL|Estrada de Alves|639.0|Vila Nova|Costela de Goiás|MG|2013-12-05 06:31:37|Br
96381450215|Davi da Conceição|20/08/1994|Masc|AMIL|Via de da Costa|458.0|Ouro Preto|Melo|SP|1990-05-31 23:15:30|Br
19803275640|Sr. Rafael Peixoto|16/03/2012|Masc|AMIL|Jardim Benício Oliveira|943.0|Cardoso|da Mata|ES|2014-07-01 11:24:42|Br
78413569273|Benjamin Peixoto|30/03/1976|Masc|AMIL|Estação de Dias|30.0|Coração Eucarístico|Farias do Amparo|AL|1990-01-20 14:25:38|Br
94816037250|Dr. Noah Cardoso|25/08/2007|Masc|AMIL|Jardim Oliveira|0.0|Bacurau|Moraes|CE|2006-09-17 04:21:28|Br
06235418744|Lara Porto|01/01/2003|Fem|AMIL|Colônia de da Cunha|622.0|João Pinheiro|da Cunha|RS|1994-04-01 11:17:56|Br
34267850135|Danilo Dias|17/02/1993|Masc|AMIL|Via de das Neves|853.0|Conjunto Paulo Vi|Cardoso|GO|1979-10-10 02:40:15|Br
90128673559|Murilo Teixeira|10/08/2004|Masc|AMIL|Vila Duarte|970.0|Monsenhor Messias|Teixeira de Rodrigues|CE|2018-06-20 03:29:15|Br
64159873219|Bruno Cunha|22/09/1997|Masc|AMIL|Alameda Joaquim da Rocha|553.0|Monte Azul|Sales de Goiás|ES|1993-12-26 19:12:05|Br
53614270980|Mariana Costela|18/08/1991|Fem|AMIL|Recanto Carolina Oliveira|818.0|Nova Cachoeirinha|Caldeira de Carvalho|RS|2003-05-31 08:59:37|Br
13607829586|Dra. Ana Beatriz Pinto|23/05/1979|Fem|AMIL|Trecho Lucca Jesus|439.0|Céu Azul|Cunha Alegre|CE|2001-03-29 13:46:55|Br
04362987169|Felipe Azevedo|20/09/1985|Masc|AMIL|Feira de Santos|718.0|Ernesto Nascimento|Sales|GO|1987-07-09 18:37:41|Br
80712395423|Ana Laura Santos|20/10/1987|Fem|AMIL|Favela da Rocha|993.0|Ernesto Nascimento|Gomes|CE|2009-05-12 02:22:27|Br
63508974120|Noah Melo|12/08/2010|Masc|AMIL|Campo Peixoto|596.0|Santa Maria|da Cunha|RO|2006-01-11 05:58:42|Br
53264870983|Ryan Teixeira|19/07/1994|Masc|AMIL|Condomínio de da Cunha|390.0|Santa Helena|Novaes Verde|SP|2004-04-10 13:44:52|Br
60921354770|Larissa Monteiro|23/10/2012|Fem|AMIL|Trevo de da Mata|283.0|Ipe|Novaes|MA|1999-11-23 20:39:20|Br
50864719310|João Pedro Dias|10/11/1980|Masc|AMIL|Estação Bárbara Jesus|288.0|Álvaro Camargos|Mendes|RJ|2006-03-22 20:55:28|Br
50896723186|Ana Vitória Porto|15/08/2016|Fem|AMIL|Núcleo Guilherme Cunha|487.0|Alípio De Melo|Moreira Grande|GO|1983-09-24 23:53:43|Br
65910238795|Marcelo Ramos|15/07/2019|Masc|AMIL|Lagoa Alexandre Silveira|624.0|Alto Caiçaras|da Cruz|PB|1995-04-04 12:49:04|Br
42981530615|João Lucas Porto|18/06/1981|Masc|AMIL|Vale Pedro Lucas Araújo|217.0|Custodinha|Porto de Minas|PB|1991-12-09 01:18:30|Br
72384051644|Enzo Gabriel Ferreira|20/10/2002|Masc|AMIL|Vereda Ana Vitória Fernandes|305.0|Lagoa|Teixeira da Praia|RR|1978-02-16 07:56:27|Br
49057183684|Luiz Fernando Cardoso|13/04/2004|Masc|AMIL|Lagoa Rezende|731.0|Vila Puc|Lopes do Campo|MG|1973-03-22 10:55:24|Br
19083264769|Alícia Silveira|23/02/2017|Fem|AMIL|Estação de Martins|798.0|Boa União 1ª Seção|da Paz|RJ|1990-05-15 01:56:21|Br
96152378419|Thales da Cunha|01/04/1978|Masc|AMIL|Praça Isabella Fogaça|839.0|Califórnia|Souza do Galho|CE|1970-01-07 22:31:46|Br
93246871078|João Miguel da Paz|19/11/2018|Masc|AMIL|Campo Sales|87.0|Santa Helena|Peixoto|ES|1975-06-05 04:41:04|Br
85239164070|Juan Jesus|24/10/2020|Masc|AMIL|Praia de Caldeira|987.0|Cônego Pinheiro 2ª Seção|Azevedo|MA|2007-01-21 07:20:08|Br
65037182921|Sr. Otávio Fogaça|22/03/2010|Masc|AMIL|Fazenda Helena Gomes|211.0|Copacabana|Monteiro|AM|2020-10-28 10:08:59|Br
57326084190|Emanuelly Silveira|29/04/2020|Fem|AMIL|Fazenda Rodrigo Pires|773.0|Vila Santa Monica 2ª Seção|Moreira da Mata|PB|2010-06-07 05:01:53|Br
91587043297|Ana Julia Nascimento|04/03/1976|Fem|AMIL|Recanto de Santos|915.0|Carmo|das Neves de Nascimento|AL|1987-03-27 12:27:03|Br
57381490250|Dr. Noah da Cunha|04/03/2017|Masc|AMIL|Vereda de Aragão|380.0|Conjunto Califórnia I|Silveira de Moreira|AM|1982-07-24 00:54:39|Br
35482769119|Dr. André Pires|15/08/1998|Masc|AMIL|Condomínio de da Luz|289.0|Nova Suíça|Pires do Galho|PA|1999-12-01 23:00:04|Br
63075419206|Dr. Davi Lucca da Conceição|05/05/2014|Masc|AMIL|Esplanada Costa|833.0|Ribeiro De Abreu|Silva das Pedras|MT|2018-12-30 02:18:50|Br
01498362796|Paulo Cavalcanti|15/11/2010|Masc|AMIL|Setor Maysa Cardoso|812.0|Monte Azul|Peixoto|AL|1972-11-05 07:46:53|Br
80192653768|Daniel Cunha|16/06/2022|Masc|AMIL|Trevo de Freitas|15.0|Esperança|Almeida|PE|1978-04-14 07:07:46|Br
51837429014|Alexia da Conceição|05/11/1971|Fem|AMIL|Trevo Pedro Lucas Cardoso|792.0|São Geraldo|Lopes|RR|1994-09-09 00:46:43|Br
47305289647|Mirella Cardoso|15/06/2002|Fem|AMIL|Viaduto de Rocha|63.0|Outro|da Cunha de da Luz|AC|2019-02-13 12:58:30|Br
05127384914|Maria Alice Duarte|31/08/1975|Fem|AMIL|Trevo Pedro Miguel Gomes|323.0|Ipiranga|da Mata de Ribeiro|PB|1979-09-09 00:07:35|Br
02654198758|Stella Moura|14/01/1998|Fem|AMIL|Lago Ana Carolina Pereira|457.0|Nova Cintra|Novaes de Cunha|PE|2012-02-19 05:22:06|Br
47932651891|Vitor Hugo Pires|28/07/1993|Masc|AMIL|Distrito Daniel Ribeiro|460.0|Madri|Freitas de Rezende|CE|2015-12-09 17:43:50|Br
28301576995|Vinicius da Paz|22/11/1976|Masc|AMIL|Via Cardoso|128.0|Santa Maria|Pereira|CE|1999-12-08 14:56:20|Br
71864039213|Mirella Caldeira|16/06/2015|Fem|AMIL|Loteamento de Gonçalves|330.0|Vila Madre Gertrudes 1ª Seção|Porto Verde|BA|1989-01-01 13:25:30|Br
09372645125|Dr. Luiz Otávio Pires|04/11/1995|Masc|AMIL|Ladeira Agatha Costa|176.0|Novo Aarão Reis|Rezende|SC|1991-01-28 00:52:04|Br
07623459180|Ana Luiza Costa|18/02/1982|Fem|AMIL|Esplanada de da Paz|610.0|Vila São Rafael|Costa|CE|1995-04-21 16:12:31|Br
36517042970|Mariane Oliveira|02/09/1997|Fem|AMIL|Área Ana Luiza da Paz|168.0|Teixeira Dias|Cavalcanti|AC|1992-02-04 03:59:31|Br
71548926094|Miguel Cardoso|31/12/2000|Masc|AMIL|Chácara de Mendes|48.0|Vila Ecológica|Silveira|AP|1991-12-30 12:44:34|Br
81934765228|Diego Silva|06/06/1971|Masc|AMIL|Jardim de Rodrigues|958.0|Caiçaras|Sales|SP|1982-11-30 16:53:25|Br
09532461752|Isabel Barbosa|20/02/2011|Fem|AMIL|Trevo Eduardo Teixeira|101.0|Santa Margarida|Aragão|RO|2021-03-22 17:07:42|Br
